fips,h,f1,f2,f3,f4,f5,k6,k8,k10,rucc
47127,155.300922220445,155.300922220445,-84.5016026424599,-31.5864200719818,-107.572358520406,201.988506827206,3,4,4,9
47129,19.1283809224997,19.1283809224997,-9.90301930111964,-4.05237503855027,-14.003127213974,24.976283572334,3,4,4,2
47131,-19.707175881334,-19.707175881334,11.7499729178141,4.33667701458928,13.3138848278448,-23.8215285902409,2,3,3,7
47133,40.094181535821,40.094181535821,-21.6912917141343,-8.24887283702357,-27.2454876981948,54.5199061265055,3,4,4,9
47135,-17.1061239976479,-17.1061239976479,8.57181264499435,2.81862463253147,10.4264053789418,-21.1057070160982,3,4,4,9
47137,-115.469340387353,-115.469340387353,61.8848229000352,22.6912841065018,79.8166063270641,-151.761610063534,3,4,4,9
47139,14.4945279547919,14.4945279547919,-8.34647487120199,-3.3048057789857,-10.5409098439611,19.1781791456073,3,4,4,3
47141,-55.199522858429,-55.199522858429,30.8175604321403,11.0706515740002,38.5983723157826,-70.1310451145118,2,3,3,4
47143,-36.5945806380037,-36.5945806380037,21.3014027153302,7.84401429007717,24.9788592705084,-46.7181622653178,1,1,1,6
47145,-63.5291452155754,-63.5291452155754,35.1557967634439,11.7674402837326,43.0052579824846,-82.9965390166963,1,1,1,2
47147,-17.4073579280824,-17.4073579280824,10.0060466443382,3.39011357274312,9.77826080661602,-19.9307008772004,1,1,1,1
47149,5.19206494252653,5.19206494252653,-3.17748078845597,-1.38491132882813,-4.90383419183135,10.381853470312,1,1,1,1
47151,11.2802971615276,11.2802971615276,-5.67123069283536,-3.09444226070192,-6.81638190532181,16.5490355075053,3,4,4,8
47153,19.181495532134,19.181495532134,-10.3677411155202,-3.39778205967759,-11.6149860781937,23.7604120825971,3,4,4,2
47155,-69.3506907649803,-69.3506907649803,39.7141050458279,14.8919704949414,46.4040413820931,-88.1454303355516,1,1,1,4
47157,8.3331726253575,8.3331726253575,-4.55964545545092,-1.88379449340731,-4.9766082522045,12.3047388457042,1,5,5,1
47159,23.4076403681644,23.4076403681644,-13.2687446526984,-5.24819691840162,-18.1214681825896,33.2617353594423,3,4,4,1
47161,-11.370159151036,-11.370159151036,5.73659976625415,1.74550459859948,7.34650289884478,-14.6546969400702,3,4,4,2
47163,-47.6694647335082,-47.6694647335082,27.5561689930051,9.37148157139305,33.5593756706831,-61.9514258067247,1,1,1,2
47165,43.1665092331339,43.1665092331339,-23.8674056733543,-9.15518642784515,-31.1905996191732,58.6134315632476,1,1,1,1
47167,60.6766241236125,60.6766241236125,-33.5386443326515,-13.3914297926759,-43.1630003749672,81.0606299171053,1,1,1,1
47169,-33.9914219271983,-33.9914219271983,17.3434003134962,6.01693373546176,21.5529423588549,-42.4718909748418,3,4,4,1
47171,58.4517873340233,58.4517873340233,-30.4223412078574,-11.6496491000633,-39.9163021400219,76.1402894983586,3,4,4,3
47173,7.86909061602918,7.86909061602918,-4.89819905255103,-2.3532932677186,-6.91874077409723,12.2231777028826,3,4,4,2
47175,-142.227353471421,-142.227353471421,77.7124111260933,27.5478536476365,95.4082848037004,-185.101158666378,3,4,4,9
47177,-32.2413463387005,-32.2413463387005,18.6973668328379,6.92099590664342,21.9874469594051,-39.824978179699,3,4,4,6
47179,-35.8805189622204,-35.8805189622204,20.4985590534018,6.89100220486715,25.4777726742706,-45.9075712212952,2,3,3,3
47181,50.030506994846,50.030506994846,-26.0170133168634,-10.038730799532,-34.4622215574061,64.572411993289,3,4,4,8
47183,11.5143703514296,11.5143703514296,-6.1948894444416,-2.66437072552344,-7.43981926329741,16.859061164383,2,3,3,6
47185,18.469854192842,18.469854192842,-8.89702468294977,-3.53490167948336,-12.6382949945404,25.3352673721602,3,4,4,7
47189,-39.2512602887634,-39.2512602887634,21.9784408112093,7.51897453708353,24.8185432397915,-49.2947219903155,1,1,1,1
48001,-135.959267370065,-135.959267370065,75.5268868754692,28.8572345483677,92.9121514077339,-178.551267386018,4,6,6,7
48003,-50.3647076955645,-50.3647076955645,26.156849761251,12.1916946273392,31.9322687023683,-62.4187220000297,4,6,6,6
48005,-52.2169617736417,-52.2169617736417,30.1180511090198,12.1987559393345,35.3358660809663,-66.9667399642614,2,3,3,5
48007,29.9537858852832,29.9537858852832,-14.5053854515398,-4.10766181930312,-20.3221215010141,35.5400760734447,4,6,6,2
48009,-0.279081387479762,-0.279081387479762,-0.991181525334935,1.20520528983853,-0.558676743829546,0.0522450906219346,4,6,6,3
48011,-382.878984121167,-382.878984121167,206.423279497995,76.3693476862399,259.009033750387,-498.039300250318,6,8,8,2
48013,-65.8907118593597,-65.8907118593597,35.5810888079213,15.2241332437016,43.6415209827625,-84.7700032260298,4,6,6,1
